nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
zaaach/CityPicker,https://github.com/zaaach/CityPicker,2016-02-27T09:11:27Z,2939,CityPicker,2021-09-06T12:32:47Z,Java,1,2,"[{""createdAt"":""2018-12-08T03:01:43Z""},{""createdAt"":""2021-07-07T06:53:37Z""}]",38,58
zendesk/maxwell,https://github.com/zendesk/maxwell,2015-02-09T22:06:13Z,2933,maxwell,2021-09-06T06:44:25Z,Java,687,175,"[{""createdAt"":""2016-09-23T14:57:30Z""},{""createdAt"":""2016-10-03T15:45:09Z""},{""createdAt"":""2016-10-21T11:44:12Z""},{""createdAt"":""2016-10-27T08:22:19Z""},{""createdAt"":""2016-11-01T03:45:15Z""},{""createdAt"":""2016-11-07T23:39:39Z""},{""createdAt"":""2016-11-24T00:52:44Z""},{""createdAt"":""2016-12-07T20:08:58Z""},{""createdAt"":""2016-12-29T06:32:32Z""},{""createdAt"":""2017-01-07T06:18:06Z""},{""createdAt"":""2017-01-24T23:58:59Z""},{""createdAt"":""2017-01-30T16:58:57Z""},{""createdAt"":""2017-02-14T05:03:05Z""},{""createdAt"":""2017-02-20T05:09:57Z""},{""createdAt"":""2017-04-11T06:52:47Z""},{""createdAt"":""2017-04-26T00:35:59Z""},{""createdAt"":""2017-05-08T04:07:36Z""},{""createdAt"":""2017-05-09T23:58:25Z""},{""createdAt"":""2017-05-26T05:00:53Z""},{""createdAt"":""2017-06-04T23:47:08Z""},{""createdAt"":""2017-06-06T04:03:39Z""},{""createdAt"":""2017-07-10T05:06:13Z""},{""createdAt"":""2017-07-25T19:40:57Z""},{""createdAt"":""2017-08-14T05:31:22Z""},{""createdAt"":""2017-10-11T04:19:13Z""},{""createdAt"":""2017-10-12T03:21:10Z""},{""createdAt"":""2017-10-30T03:05:35Z""},{""createdAt"":""2017-11-22T02:23:37Z""},{""createdAt"":""2018-01-09T19:59:35Z""},{""createdAt"":""2018-02-01T22:07:05Z""},{""createdAt"":""2018-02-20T20:11:03Z""},{""createdAt"":""2018-03-06T20:38:49Z""},{""createdAt"":""2018-04-03T07:07:35Z""},{""createdAt"":""2018-04-03T23:19:05Z""},{""createdAt"":""2018-04-11T04:21:38Z""},{""createdAt"":""2018-04-24T19:38:55Z""},{""createdAt"":""2018-05-01T16:40:20Z""},{""createdAt"":""2018-05-02T20:50:48Z""},{""createdAt"":""2018-05-04T01:54:48Z""},{""createdAt"":""2018-05-07T22:36:01Z""},{""createdAt"":""2018-05-15T00:16:28Z""},{""createdAt"":""2018-05-15T19:26:41Z""},{""createdAt"":""2018-06-03T15:50:37Z""},{""createdAt"":""2018-06-13T06:45:07Z""},{""createdAt"":""2018-06-15T00:09:52Z""},{""createdAt"":""2018-06-21T11:37:01Z""},{""createdAt"":""2018-06-28T17:33:19Z""},{""createdAt"":""2018-07-03T03:19:35Z""},{""createdAt"":""2018-09-15T16:21:01Z""},{""createdAt"":""2018-10-27T15:20:04Z""},{""createdAt"":""2018-11-12T17:08:11Z""},{""createdAt"":""2018-12-02T02:55:27Z""},{""createdAt"":""2018-12-19T13:37:41Z""},{""createdAt"":""2019-01-12T19:36:26Z""},{""createdAt"":""2019-01-15T07:35:43Z""},{""createdAt"":""2019-01-20T12:27:44Z""},{""createdAt"":""2019-01-25T21:26:53Z""},{""createdAt"":""2019-02-28T22:54:21Z""},{""createdAt"":""2019-03-23T16:34:30Z""},{""createdAt"":""2019-03-29T20:35:38Z""},{""createdAt"":""2019-04-16T19:43:07Z""},{""createdAt"":""2019-05-28T10:38:38Z""},{""createdAt"":""2019-06-18T14:19:27Z""},{""createdAt"":""2019-06-20T10:12:56Z""},{""createdAt"":""2019-08-23T01:49:19Z""},{""createdAt"":""2019-09-06T16:51:36Z""},{""createdAt"":""2019-09-20T23:02:27Z""},{""createdAt"":""2019-10-08T03:51:01Z""},{""createdAt"":""2019-10-12T21:48:55Z""},{""createdAt"":""2019-10-18T05:05:13Z""},{""createdAt"":""2019-11-21T18:00:18Z""},{""createdAt"":""2019-12-03T05:20:59Z""},{""createdAt"":""2019-12-12T04:41:45Z""},{""createdAt"":""2019-12-14T20:36:49Z""},{""createdAt"":""2020-01-21T23:24:53Z""},{""createdAt"":""2020-03-25T18:22:42Z""},{""createdAt"":""2020-03-29T18:27:22Z""},{""createdAt"":""2020-04-22T18:20:23Z""},{""createdAt"":""2020-05-01T16:53:22Z""},{""createdAt"":""2020-05-02T00:11:39Z""},{""createdAt"":""2020-05-06T18:01:27Z""},{""createdAt"":""2020-05-07T21:17:47Z""},{""createdAt"":""2020-05-18T12:20:41Z""},{""createdAt"":""2020-05-26T05:18:58Z""},{""createdAt"":""2020-06-08T11:14:41Z""},{""createdAt"":""2020-06-30T18:29:07Z""},{""createdAt"":""2020-08-07T21:14:24Z""},{""createdAt"":""2020-11-19T22:02:18Z""},{""createdAt"":""2020-11-25T05:00:20Z""},{""createdAt"":""2020-12-02T16:38:27Z""},{""createdAt"":""2020-12-15T19:21:58Z""},{""createdAt"":""2020-12-23T11:02:20Z""},{""createdAt"":""2021-01-27T01:13:20Z""},{""createdAt"":""2021-02-05T17:34:22Z""},{""createdAt"":""2021-02-11T00:54:02Z""},{""createdAt"":""2021-03-17T21:01:40Z""},{""createdAt"":""2021-03-29T23:52:10Z""},{""createdAt"":""2021-06-02T22:39:10Z""},{""createdAt"":""2021-07-29T17:42:04Z""}]",126,749
WeiYe-Jing/datax-web,https://github.com/WeiYe-Jing/datax-web,2019-11-19T01:09:05Z,2932,datax-web,2021-09-07T01:37:21Z,Java,83,5,"[{""createdAt"":""2019-11-27T02:41:57Z""},{""createdAt"":""2019-12-25T05:04:15Z""},{""createdAt"":""2020-01-17T11:10:18Z""},{""createdAt"":""2020-03-26T12:24:47Z""},{""createdAt"":""2020-07-09T14:12:30Z""}]",142,216
udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2015-03-05T01:48:44Z,2931,Sunshine-Version-2,2021-09-02T17:54:47Z,Java,0,0,[],70,19
CheckChe0803/flink-recommandSystem-demo,https://github.com/CheckChe0803/flink-recommandSystem-demo,2019-05-15T07:55:35Z,2927,flink-recommandSystem-demo,2021-09-07T07:31:31Z,Java,9,0,[],7,28
mxdldev/android-mvp-mvvm-flytour,https://github.com/mxdldev/android-mvp-mvvm-flytour,2018-12-25T10:42:31Z,2921,android-mvp-mvvm-flytour,2021-09-06T06:27:14Z,Java,1,11,"[{""createdAt"":""2019-06-24T08:09:16Z""},{""createdAt"":""2019-06-24T08:06:18Z""},{""createdAt"":""2019-06-24T07:38:17Z""},{""createdAt"":""2019-06-24T08:15:15Z""},{""createdAt"":""2019-06-24T07:43:26Z""},{""createdAt"":""2019-07-06T04:38:45Z""},{""createdAt"":""2019-07-07T12:08:28Z""},{""createdAt"":""2020-03-02T03:52:08Z""},{""createdAt"":""2020-03-05T07:31:28Z""},{""createdAt"":""2020-03-06T05:02:22Z""},{""createdAt"":""2020-03-23T04:32:33Z""}]",6,2
java8/Java8InAction,https://github.com/java8/Java8InAction,2013-10-28T23:59:40Z,2920,Java8InAction,2021-09-07T12:32:25Z,Java,4,0,[],18,6
MindorksOpenSource/PRDownloader,https://github.com/MindorksOpenSource/PRDownloader,2017-11-11T19:29:38Z,2920,PRDownloader,2021-09-06T07:38:38Z,Java,27,5,"[{""createdAt"":""2017-11-18T18:09:25Z""},{""createdAt"":""2018-04-19T07:46:37Z""},{""createdAt"":""2018-04-25T11:27:44Z""},{""createdAt"":""2018-12-12T11:06:59Z""},{""createdAt"":""2019-06-13T06:09:15Z""}]",98,54
florent37/ShapeOfView,https://github.com/florent37/ShapeOfView,2018-02-18T12:14:06Z,2918,ShapeOfView,2021-09-07T15:50:17Z,Java,9,0,[],47,22
yarolegovich/SlidingRootNav,https://github.com/yarolegovich/SlidingRootNav,2017-03-26T22:58:48Z,2912,SlidingRootNav,2021-09-07T05:57:23Z,Java,3,1,"[{""createdAt"":""2020-08-01T15:35:23Z""}]",42,40
KeepSafe/dexcount-gradle-plugin,https://github.com/KeepSafe/dexcount-gradle-plugin,2015-06-04T03:33:17Z,2908,dexcount-gradle-plugin,2021-09-07T10:39:40Z,Java,225,18,"[{""createdAt"":""2017-06-13T06:16:06Z""},{""createdAt"":""2017-06-22T20:44:58Z""},{""createdAt"":""2017-07-10T18:48:54Z""},{""createdAt"":""2017-07-14T23:15:29Z""},{""createdAt"":""2017-09-20T23:25:59Z""},{""createdAt"":""2017-09-21T23:37:55Z""},{""createdAt"":""2017-11-30T21:35:25Z""},{""createdAt"":""2018-06-20T00:56:37Z""},{""createdAt"":""2018-10-03T16:36:40Z""},{""createdAt"":""2019-01-02T21:53:42Z""},{""createdAt"":""2019-11-10T07:35:14Z""},{""createdAt"":""2020-06-22T22:27:36Z""},{""createdAt"":""2020-07-16T17:03:49Z""},{""createdAt"":""2020-07-31T00:29:17Z""},{""createdAt"":""2020-10-15T07:18:50Z""},{""createdAt"":""2021-05-10T06:34:05Z""},{""createdAt"":""2021-07-30T22:04:37Z""},{""createdAt"":""2021-08-09T18:11:18Z""}]",2,173
trojan-gfw/igniter,https://github.com/trojan-gfw/igniter,2018-11-08T22:19:03Z,2907,igniter,2021-09-07T11:55:10Z,Java,76,32,"[{""createdAt"":""2018-11-23T02:48:36Z""},{""createdAt"":""2018-11-23T06:56:37Z""},{""createdAt"":""2018-11-27T16:19:54Z""},{""createdAt"":""2018-12-21T10:59:07Z""},{""createdAt"":""2019-01-18T20:33:15Z""},{""createdAt"":""2019-01-19T09:18:28Z""},{""createdAt"":""2019-01-26T18:45:57Z""},{""createdAt"":""2019-02-15T19:19:24Z""},{""createdAt"":""2019-03-16T06:13:12Z""},{""createdAt"":""2019-04-28T04:28:30Z""},{""createdAt"":""2019-12-27T22:34:21Z""},{""createdAt"":""2019-12-30T13:03:02Z""},{""createdAt"":""2020-01-24T01:16:30Z""},{""createdAt"":""2020-02-16T04:21:19Z""},{""createdAt"":""2020-02-24T03:47:13Z""},{""createdAt"":""2020-03-03T14:02:31Z""},{""createdAt"":""2020-03-23T06:29:11Z""},{""createdAt"":""2020-03-24T01:13:22Z""},{""createdAt"":""2020-03-25T11:36:03Z""},{""createdAt"":""2020-04-03T13:52:17Z""},{""createdAt"":""2020-04-11T11:16:09Z""},{""createdAt"":""2020-04-21T14:04:20Z""},{""createdAt"":""2020-04-28T12:34:48Z""},{""createdAt"":""2020-06-14T13:48:59Z""},{""createdAt"":""2020-06-23T13:37:53Z""},{""createdAt"":""2020-07-11T01:18:16Z""},{""createdAt"":""2020-07-23T20:44:25Z""},{""createdAt"":""2020-08-24T04:49:13Z""},{""createdAt"":""2020-10-06T03:20:29Z""},{""createdAt"":""2020-10-17T00:25:35Z""},{""createdAt"":""2020-11-10T04:15:40Z""},{""createdAt"":""2021-04-18T15:23:21Z""}]",14,266
yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning,2013-01-01T16:23:53Z,2905,DeepLearning,2021-09-05T03:28:16Z,Java,0,0,[],22,2
javaee/jersey,https://github.com/javaee/jersey,2012-05-18T11:38:25Z,2903,jersey,2021-09-07T01:05:35Z,Java,107,30,"[{""createdAt"":""2014-05-26T11:05:02Z""},{""createdAt"":""2014-05-30T14:24:45Z""},{""createdAt"":""2014-06-24T10:25:08Z""},{""createdAt"":""2014-06-30T11:48:54Z""},{""createdAt"":""2014-12-10T14:48:16Z""},{""createdAt"":""2015-01-12T21:23:43Z""},{""createdAt"":""2015-02-11T10:23:57Z""},{""createdAt"":""2015-03-11T12:39:18Z""},{""createdAt"":""2015-06-03T17:07:50Z""},{""createdAt"":""2015-06-29T10:57:47Z""},{""createdAt"":""2015-08-14T21:34:25Z""},{""createdAt"":""2015-09-16T15:32:08Z""},{""createdAt"":""2015-09-25T01:47:16Z""},{""createdAt"":""2015-10-07T10:51:28Z""},{""createdAt"":""2016-02-16T12:27:12Z""},{""createdAt"":""2016-05-18T15:06:20Z""},{""createdAt"":""2016-06-09T18:03:52Z""},{""createdAt"":""2016-08-08T17:11:27Z""},{""createdAt"":""2016-10-27T14:28:53Z""},{""createdAt"":""2016-11-21T16:44:49Z""},{""createdAt"":""2016-12-08T12:48:56Z""},{""createdAt"":""2017-01-19T16:18:44Z""},{""createdAt"":""2017-05-19T06:34:46Z""},{""createdAt"":""2017-06-09T20:46:09Z""},{""createdAt"":""2017-06-15T11:58:57Z""},{""createdAt"":""2017-06-30T12:43:56Z""},{""createdAt"":""2017-07-12T07:47:39Z""},{""createdAt"":""2017-07-27T05:40:59Z""},{""createdAt"":""2017-09-05T08:04:51Z""},{""createdAt"":""2018-04-10T07:29:46Z""}]",459,3010
jacoco/jacoco,https://github.com/jacoco/jacoco,2012-07-08T21:45:13Z,2900,jacoco,2021-09-07T07:45:55Z,Java,404,43,"[{""createdAt"":""2013-06-03T08:40:56Z""},{""createdAt"":""2013-02-03T00:35:44Z""},{""createdAt"":""2012-12-23T21:18:44Z""},{""createdAt"":""2012-10-06T19:47:29Z""},{""createdAt"":""2012-08-31T06:36:04Z""},{""createdAt"":""2012-07-30T07:28:25Z""},{""createdAt"":""2012-07-11T12:25:01Z""},{""createdAt"":""2012-04-19T03:41:38Z""},{""createdAt"":""2012-01-23T23:33:59Z""},{""createdAt"":""2013-12-10T11:37:42Z""},{""createdAt"":""2011-12-15T22:22:24Z""},{""createdAt"":""2011-11-11T20:40:45Z""},{""createdAt"":""2011-07-06T22:25:51Z""},{""createdAt"":""2011-05-19T20:32:51Z""},{""createdAt"":""2011-03-21T22:49:04Z""},{""createdAt"":""2011-01-19T22:07:47Z""},{""createdAt"":""2010-10-07T21:16:28Z""},{""createdAt"":""2010-06-04T15:24:17Z""},{""createdAt"":""2010-04-19T19:52:13Z""},{""createdAt"":""2010-04-01T18:31:43Z""},{""createdAt"":""2010-02-09T22:03:31Z""},{""createdAt"":""2010-02-02T22:47:57Z""},{""createdAt"":""2010-01-08T06:30:41Z""},{""createdAt"":""2009-10-28T05:16:12Z""},{""createdAt"":""2014-03-03T21:24:32Z""},{""createdAt"":""2014-03-18T22:31:21Z""},{""createdAt"":""2014-05-08T22:00:00Z""},{""createdAt"":""2014-09-12T16:49:56Z""},{""createdAt"":""2015-02-20T20:02:22Z""},{""createdAt"":""2015-02-27T19:06:35Z""},{""createdAt"":""2015-05-24T19:58:06Z""},{""createdAt"":""2016-02-18T22:07:34Z""},{""createdAt"":""2016-06-06T18:37:00Z""},{""createdAt"":""2016-12-09T23:11:36Z""},{""createdAt"":""2017-02-06T10:07:08Z""},{""createdAt"":""2018-01-02T20:44:39Z""},{""createdAt"":""2018-03-21T09:18:54Z""},{""createdAt"":""2018-08-21T17:22:21Z""},{""createdAt"":""2019-01-23T01:19:09Z""},{""createdAt"":""2019-05-08T20:48:06Z""},{""createdAt"":""2019-10-11T18:32:18Z""},{""createdAt"":""2020-09-15T19:29:14Z""},{""createdAt"":""2021-05-04T13:10:25Z""}]",72,588
ZieIony/Carbon,https://github.com/ZieIony/Carbon,2015-02-04T23:11:18Z,2899,Carbon,2021-08-31T13:08:55Z,Java,3,2,"[{""createdAt"":""2015-08-21T21:13:55Z""},{""createdAt"":""2015-11-30T23:07:11Z""}]",7,414
edmodo/cropper,https://github.com/edmodo/cropper,2013-07-24T21:59:06Z,2897,cropper,2021-08-30T08:15:25Z,Java,20,0,[],89,22
ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2013-05-25T11:50:00Z,2896,FadingActionBar,2021-08-26T03:34:14Z,Java,2,0,[],73,34
JackyAndroid/AndroidChromium,https://github.com/JackyAndroid/AndroidChromium,2016-07-04T07:28:36Z,2893,AndroidChromium,2021-09-07T06:33:12Z,Java,4,2,"[{""createdAt"":""2017-02-21T13:46:14Z""},{""createdAt"":""2017-06-01T05:10:34Z""}]",25,51
googlesamples/android-vision,https://github.com/googlesamples/android-vision,2015-07-01T21:40:31Z,2892,android-vision,2021-08-29T10:43:42Z,Java,14,0,[],308,116
react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,2015-09-30T02:27:34Z,2885,react-native-share,2021-09-07T14:58:53Z,Java,299,62,"[{""createdAt"":""2018-07-25T15:24:12Z""},{""createdAt"":""2018-08-07T03:35:53Z""},{""createdAt"":""2018-09-12T14:50:26Z""},{""createdAt"":""2018-10-23T13:52:37Z""},{""createdAt"":""2019-05-26T00:19:14Z""},{""createdAt"":""2019-05-29T13:56:04Z""},{""createdAt"":""2019-07-22T11:08:32Z""},{""createdAt"":""2020-01-23T12:47:08Z""},{""createdAt"":""2020-03-16T22:50:04Z""},{""createdAt"":""2020-03-18T01:54:33Z""},{""createdAt"":""2020-03-25T14:37:56Z""},{""createdAt"":""2020-04-08T19:06:07Z""},{""createdAt"":""2020-04-23T18:01:21Z""},{""createdAt"":""2020-05-05T16:27:52Z""},{""createdAt"":""2020-05-07T22:44:48Z""},{""createdAt"":""2020-06-09T03:54:01Z""},{""createdAt"":""2020-06-17T14:32:26Z""},{""createdAt"":""2020-06-21T13:57:55Z""},{""createdAt"":""2020-06-29T13:39:10Z""},{""createdAt"":""2020-07-06T13:55:03Z""},{""createdAt"":""2020-09-03T12:50:22Z""},{""createdAt"":""2020-09-14T16:39:50Z""},{""createdAt"":""2020-09-17T15:14:03Z""},{""createdAt"":""2020-09-17T18:04:39Z""},{""createdAt"":""2020-09-18T00:44:06Z""},{""createdAt"":""2020-09-29T00:47:13Z""},{""createdAt"":""2020-09-29T01:19:59Z""},{""createdAt"":""2020-09-29T01:23:43Z""},{""createdAt"":""2020-09-29T20:21:49Z""},{""createdAt"":""2020-10-07T21:12:37Z""},{""createdAt"":""2020-10-26T12:07:06Z""},{""createdAt"":""2020-10-26T12:16:52Z""},{""createdAt"":""2020-11-05T22:06:34Z""},{""createdAt"":""2020-12-21T22:55:25Z""},{""createdAt"":""2020-12-23T16:37:36Z""},{""createdAt"":""2020-12-23T21:37:20Z""},{""createdAt"":""2020-12-23T22:28:32Z""},{""createdAt"":""2021-02-08T13:22:16Z""},{""createdAt"":""2021-02-23T00:32:45Z""},{""createdAt"":""2021-02-23T00:49:35Z""},{""createdAt"":""2021-02-25T14:28:17Z""},{""createdAt"":""2021-03-22T00:25:34Z""},{""createdAt"":""2021-03-22T00:50:21Z""},{""createdAt"":""2021-03-26T19:33:24Z""},{""createdAt"":""2021-04-09T00:50:02Z""},{""createdAt"":""2021-04-09T15:57:10Z""},{""createdAt"":""2021-04-10T01:12:49Z""},{""createdAt"":""2021-04-19T19:47:08Z""},{""createdAt"":""2021-04-19T20:05:23Z""},{""createdAt"":""2021-04-19T23:31:45Z""},{""createdAt"":""2021-04-22T15:38:14Z""},{""createdAt"":""2021-05-20T16:58:34Z""},{""createdAt"":""2021-05-28T14:28:46Z""},{""createdAt"":""2021-06-06T03:15:59Z""},{""createdAt"":""2021-07-05T14:31:07Z""},{""createdAt"":""2021-07-08T15:41:40Z""},{""createdAt"":""2021-07-14T15:09:59Z""},{""createdAt"":""2021-07-21T16:31:50Z""},{""createdAt"":""2021-07-29T19:08:20Z""},{""createdAt"":""2021-07-29T22:23:36Z""},{""createdAt"":""2021-08-29T14:11:03Z""},{""createdAt"":""2021-08-31T13:54:42Z""}]",24,707
FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,2011-12-23T07:17:41Z,2883,jackson-databind,2021-09-06T12:18:57Z,Java,359,0,[],369,2298
geftimov/android-pathview,https://github.com/geftimov/android-pathview,2015-01-20T15:21:06Z,2882,android-pathview,2021-09-06T03:28:57Z,Java,12,2,"[{""createdAt"":""2015-12-09T03:25:15Z""},{""createdAt"":""2015-12-12T20:58:16Z""}]",8,21
KunMinX/Linkage-RecyclerView,https://github.com/KunMinX/Linkage-RecyclerView,2019-04-22T04:39:46Z,2880,Linkage-RecyclerView,2021-09-07T07:21:34Z,Java,1,0,[],3,47
YahooArchive/anthelion,https://github.com/YahooArchive/anthelion,2015-10-27T00:42:01Z,2878,anthelion,2021-09-02T03:08:27Z,Java,1,0,[],4,2
race604/FlyRefresh,https://github.com/race604/FlyRefresh,2015-05-28T10:19:34Z,2878,FlyRefresh,2021-08-31T07:38:44Z,Java,2,2,"[{""createdAt"":""2015-08-05T12:00:04Z""},{""createdAt"":""2015-08-21T02:17:02Z""}]",5,8
evrencoskun/TableView,https://github.com/evrencoskun/TableView,2017-06-13T04:29:44Z,2875,TableView,2021-09-07T10:30:21Z,Java,62,12,"[{""createdAt"":""2017-11-05T15:41:51Z""},{""createdAt"":""2017-11-12T16:38:12Z""},{""createdAt"":""2017-11-26T10:05:52Z""},{""createdAt"":""2017-12-28T05:40:10Z""},{""createdAt"":""2018-01-21T18:50:35Z""},{""createdAt"":""2018-01-27T18:35:21Z""},{""createdAt"":""2018-03-11T08:47:18Z""},{""createdAt"":""2018-04-29T16:04:32Z""},{""createdAt"":""2018-05-13T17:48:27Z""},{""createdAt"":""2020-01-07T01:15:18Z""},{""createdAt"":""2020-04-15T15:32:07Z""},{""createdAt"":""2021-03-18T22:56:57Z""}]",177,137
ballerina-platform/ballerina-lang,https://github.com/ballerina-platform/ballerina-lang,2016-11-16T14:58:44Z,2874,ballerina-lang,2021-09-07T21:47:34Z,Java,16953,94,"[{""createdAt"":""2017-01-06T04:45:20Z""},{""createdAt"":""2017-01-16T17:09:45Z""},{""createdAt"":""2017-01-27T20:19:37Z""},{""createdAt"":""2017-02-08T20:55:59Z""},{""createdAt"":""2017-02-17T06:25:06Z""},{""createdAt"":""2017-02-19T23:44:00Z""},{""createdAt"":""2017-02-20T13:47:38Z""},{""createdAt"":""2017-02-20T18:21:58Z""},{""createdAt"":""2017-02-24T10:56:39Z""},{""createdAt"":""2017-03-17T09:10:32Z""},{""createdAt"":""2017-03-30T19:14:30Z""},{""createdAt"":""2017-04-07T15:23:06Z""},{""createdAt"":""2017-06-12T04:26:34Z""},{""createdAt"":""2017-06-30T11:40:56Z""},{""createdAt"":""2017-07-22T12:06:04Z""},{""createdAt"":""2017-08-12T14:39:05Z""},{""createdAt"":""2017-08-23T14:24:08Z""},{""createdAt"":""2017-10-21T17:11:17Z""},{""createdAt"":""2017-10-25T12:55:58Z""},{""createdAt"":""2017-10-29T11:55:10Z""},{""createdAt"":""2017-11-05T19:03:27Z""},{""createdAt"":""2017-11-19T06:46:26Z""},{""createdAt"":""2017-11-25T07:10:37Z""},{""createdAt"":""2017-12-01T10:43:11Z""},{""createdAt"":""2017-12-07T14:49:32Z""},{""createdAt"":""2017-12-15T10:34:12Z""},{""createdAt"":""2017-12-23T08:35:02Z""},{""createdAt"":""2018-01-12T14:24:58Z""},{""createdAt"":""2018-01-20T15:52:24Z""},{""createdAt"":""2018-01-28T05:41:38Z""},{""createdAt"":""2018-02-08T16:12:14Z""},{""createdAt"":""2018-02-15T19:08:42Z""},{""createdAt"":""2018-02-23T08:52:38Z""},{""createdAt"":""2018-03-05T16:29:46Z""},{""createdAt"":""2018-04-12T11:52:14Z""},{""createdAt"":""2018-04-18T15:48:37Z""},{""createdAt"":""2018-04-21T07:46:23Z""},{""createdAt"":""2018-04-27T15:36:37Z""},{""createdAt"":""2018-05-11T09:18:32Z""},{""createdAt"":""2018-06-15T06:10:36Z""},{""createdAt"":""2018-06-29T10:31:01Z""},{""createdAt"":""2018-07-16T16:18:40Z""},{""createdAt"":""2018-07-18T18:31:12Z""},{""createdAt"":""2018-08-09T12:29:05Z""},{""createdAt"":""2018-08-20T09:30:29Z""},{""createdAt"":""2018-09-29T02:38:22Z""},{""createdAt"":""2018-11-06T10:15:15Z""},{""createdAt"":""2018-12-09T18:18:27Z""},{""createdAt"":""2018-12-21T02:01:47Z""},{""createdAt"":""2018-12-30T04:07:49Z""},{""createdAt"":""2019-02-11T13:28:31Z""},{""createdAt"":""2019-04-18T12:28:20Z""},{""createdAt"":""2019-09-09T11:58:37Z""},{""createdAt"":""2019-09-26T08:54:01Z""},{""createdAt"":""2019-10-25T10:36:59Z""},{""createdAt"":""2019-11-01T17:40:02Z""},{""createdAt"":""2019-11-19T10:50:37Z""},{""createdAt"":""2019-11-29T07:13:13Z""},{""createdAt"":""2019-12-19T20:41:42Z""},{""createdAt"":""2020-01-31T07:06:53Z""},{""createdAt"":""2020-02-14T02:17:45Z""},{""createdAt"":""2020-02-19T14:41:13Z""},{""createdAt"":""2020-02-27T13:03:12Z""},{""createdAt"":""2020-03-20T06:11:24Z""},{""createdAt"":""2020-04-02T08:30:39Z""},{""createdAt"":""2020-04-17T12:40:02Z""},{""createdAt"":""2020-04-30T06:12:11Z""},{""createdAt"":""2020-05-14T13:32:01Z""},{""createdAt"":""2020-07-06T07:18:34Z""},{""createdAt"":""2020-07-09T07:49:43Z""},{""createdAt"":""2020-08-12T07:39:36Z""},{""createdAt"":""2020-08-27T11:25:30Z""},{""createdAt"":""2020-10-23T14:20:50Z""},{""createdAt"":""2020-10-23T10:00:30Z""},{""createdAt"":""2020-09-22T19:21:08Z""},{""createdAt"":""2020-11-09T12:11:07Z""},{""createdAt"":""2020-12-03T11:59:06Z""},{""createdAt"":""2020-12-04T17:15:32Z""},{""createdAt"":""2020-12-20T12:04:15Z""},{""createdAt"":""2020-12-22T08:29:36Z""},{""createdAt"":""2021-01-06T08:40:29Z""},{""createdAt"":""2021-01-26T14:06:13Z""},{""createdAt"":""2021-02-20T06:05:10Z""},{""createdAt"":""2021-06-02T03:56:40Z""},{""createdAt"":""2021-06-21T13:55:47Z""},{""createdAt"":""2021-06-22T18:34:23Z""},{""createdAt"":""2021-06-23T19:51:11Z""},{""createdAt"":""2021-06-25T20:44:30Z""},{""createdAt"":""2021-06-25T20:44:30Z""},{""createdAt"":""2021-07-06T10:37:33Z""},{""createdAt"":""2021-05-17T14:43:26Z""},{""createdAt"":""2021-06-29T15:51:24Z""},{""createdAt"":""2021-07-26T05:57:21Z""},{""createdAt"":""2021-08-11T08:19:22Z""}]",1231,11829
saulmm/Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,2014-10-13T16:13:02Z,2874,Android-Material-Examples,2021-08-26T07:59:01Z,Java,1,0,[],5,5
dingjikerbo/Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,2015-10-08T09:07:33Z,2871,Android-BluetoothKit,2021-09-07T02:49:01Z,Java,2,0,[],90,66
subhra74/xdm,https://github.com/subhra74/xdm,2018-02-25T13:09:15Z,2869,xdm,2021-09-07T06:57:55Z,Java,17,3,"[{""createdAt"":""2020-01-13T22:55:42Z""},{""createdAt"":""2020-03-18T18:52:31Z""},{""createdAt"":""2020-05-21T12:03:43Z""}]",456,100
baomidou/dynamic-datasource-spring-boot-starter,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,2018-04-28T02:32:16Z,2868,dynamic-datasource-spring-boot-starter,2021-09-07T11:39:28Z,Java,30,6,"[{""createdAt"":""2021-03-13T13:44:52Z""},{""createdAt"":""2021-05-15T13:27:26Z""},{""createdAt"":""2021-05-17T16:11:36Z""},{""createdAt"":""2021-05-21T15:47:29Z""},{""createdAt"":""2021-06-09T17:00:48Z""},{""createdAt"":""2021-07-27T15:56:49Z""}]",3,338
